NL,OCL,src
 In this example the value of <AttachmentSecureHash> field found from the file is compared to the SHA-1 hash value which is calculated from the value of <AttachmentContent> element of the file., self.AttachmentSecureHash = self.AttachmentContent.toSHA1(),2.2
" The example rule checks if the date of <Dt> matches the string '2018-05-28', when converted to a string.",self.Dt.toString() = '2018-05-28',2.2
" The example rule converts <Id> elements value to upper case and compares it to string ""IDCONTENT""
 "," self.Id.toUpper() = ""IDCONTENT""",2.2
" The example rule executes trim to the <Id> element and compares the result to a string ""IdContent""."," self.Id.trim() = ""IdContent""",2.2
" The rule is checking if the value of the version attribute in XML declaration is ""1.0"". If it's not, an error will be given.","self.version() = ""1.0""",2.2
" The example rule checks whether any element within the header contains value ""2015"".", self.xmlData.contains() = 2015,2.2
The example rule checks the combined lenght of element values from PartyIdentification child elements.,self.xmlDataSize() = 24,2.2
The example rule checks the lenght of PartyIdentification content including tags and values.,self.xmlElementBlockSize() = 17,2.2
" The example rule compares value of <Id> element to a string ""IdContent"".","self.Id = ""IdContent""",2.2
" The example rule compares value of <Id> element to a string ""IdContent"". The value is expected to be different from the string, otherwise an error will be returned by the rule.
 ","self.Id <> ""IdContent""",2.2
" Compares the value of ControlSum against the sum of values in Transaction, which is defined to be in collection type bag.","self.Header.ControlSum =
self.Transaction->asBag().Amount->sum()",2.2
" The example rule compares the integer quotient of the division of the <Id> and 9 to the integer 3. If the integer quotient is 3, true will be returned. Notice the syntax is different from the normal syntax of methods. 
",self.Id.toInteger() div 9 = 3,2.2
 The example rule mandates the usage of both Creditor and Debtor name when Amount exceeds 200,"self.Amount > 200 implies

self.Debtor.Name->size() = 1 and self.Creditor.Name->size() = 1",2.2
" bc is the object c in the instance set of class BankCard. c represents an object of class BankCard, and c meets:
      The attribute CardID of the object c is equal to cardid","   bc:BankCard = BankCard.allInstance()->any(c:BankCard | c.CardID = cardid)
",3
" If (bc existed), take the following as postcondition(s):
      The value of temporary variable CardIDValidated became true
      The object InputCard became bc
      The return value was true
  Otherwise, take the following as postcondition(s):
      The value of temporary variable CardIDValidated became false
      The return value was false","   if
    (bc.oclIsUndefined() = false)
   then
    self.CardIDValidated = true and
    self.InputCard = bc and
    result = true
   else
    self.CardIDValidated = false and
    result = false
   endif
",3
" The value of temporary variable CardIDValidated is equal to true
  The object InputCard exists","   self.CardIDValidated = true and
   self.InputCard.oclIsUndefined() = false
",3
" If the attribute Password of the object InputCard was equal to password, take the following as postcondition(s):
      The value of temporary variable PasswordValidated became true
      The return value was true
  Otherwise, take the following as postcondition(s):
      The value of temporary variable PasswordValidated became false
      The return value was false","   if
    self.InputCard.Password = password
   then
    self.PasswordValidated = true and
    return = true
   else
    self.PasswordValidated = false and
    return = false
   endif
",3
" The value of temporary variable CardIDValidated is equal to true
  The value of temporary variable PasswordValidated is equal to true
  The object InputCard exists","   self.CardIDValidated = true and
   self.PasswordValidated = true and
   self.InputCard.oclIsUndefined() = false
",3
" If the value of temporary variable IsWithdraw was equal to true, take the following as postcondition(s):
      The return value was the value of temporary variable WithdrawedNumber
  Otherwise, take the following as postcondition(s):
      If the value of temporary variable IsDeposit was equal to true, take the following as postcondition(s):
          The return value was the value of temporary variable DepositedNumber
      Otherwise, take the following as postcondition(s):
          The return value was 0","   if
    self.IsWithdraw = true
   then
    result = self.WithdrawedNumber
   else
    if
     self.IsDeposit = true
    then
     result = self.DepositedNumber
    else
     result = 0
    endif
   endif
",3
" The value of temporary variable PasswordValidated is equal to true
  The value of temporary variable CardIDValidated is equal to true
  The object InputCard exists","   self.PasswordValidated = true and
   self.CardIDValidated = true and
   self.InputCard.oclIsUndefined() = false
",3
 The return value was the attribute Balance of the object InputCard,"   result = self.InputCard.Balance
",3
" The value of temporary variable PasswordValidated is equal to true
  The value of temporary variable CardIDValidated is equal to true
  The object InputCard exists","   self.PasswordValidated = true and
   self.CardIDValidated = true and
   self.InputCard.oclIsUndefined() = false
",3
" The object InputCard became null
  The value of temporary variable PasswordValidated became false
  The value of temporary variable CardIDValidated became false
  The value of temporary variable IsWithdraw became false
  The value of temporary variable IsDeposit became false
  The value of temporary variable WithdrawedNumber became 0
  The value of temporary variable DepositedNumber became 0
  The return value was true","   self.InputCard = null and
   self.PasswordValidated = false and
   self.CardIDValidated = false and
   self.IsWithdraw = false and
   self.IsDeposit = false and
   self.WithdrawedNumber = 0 and
   self.DepositedNumber = 0 and
   result = true
",3
" The value of temporary variable PasswordValidated is equal to true
  The value of temporary variable CardIDValidated is equal to true
  The object InputCard exists
  The attribute Balance of the object InputCard is greater than or equal to quantity","   self.PasswordValidated = true and
   self.CardIDValidated = true and
   self.InputCard.oclIsUndefined() = false and
   self.InputCard.Balance >= quantity
",3
" The attribute Balance of the object InputCard became the previous value of the attribute Balance of the object InputCard minus quantity
  The value of temporary variable WithdrawedNumber became quantity
  The value of temporary variable IsWithdraw became true
  The return value was true","   self.InputCard.Balance = self.InputCard.Balance@pre - quantity and
   self.WithdrawedNumber = quantity and
   self.IsWithdraw = true and
   result = true
",3
" The value of temporary variable PasswordValidated is equal to true
  The value of temporary variable CardIDValidated is equal to true
  The object InputCard exists
  The quantity is greater than or equal to 100","   self.PasswordValidated = true and
   self.CardIDValidated = true and
   self.InputCard.oclIsUndefined() = false and
   quantity >= 100
",3
" The attribute Balance of the object InputCard became the previous value of the attribute Balance of the object InputCard plus quantity
  The value of temporary variable IsDeposit became true
  The value of temporary variable DepositedNumber became quantity
  The return value was true","   self.InputCard.Balance = self.InputCard.Balance@pre + quantity and
   self.IsDeposit = true and
   self.DepositedNumber = quantity and
   result = true
",3
" bankcard is the object ban in the instance set of class BankCard. ban represents an object of class BankCard, and ban meets:
      The attribute CardID of the object ban is equal to cardid","   bankcard:BankCard = BankCard.allInstance()->any(ban:BankCard | ban.CardID = cardid)
",3
 bankcard doesn't exist,"   bankcard.oclIsUndefined() = true
",3
" ban represented the object of class BankCard
  The object ban was created
  The attribute CardID of the object ban became cardid
  The attribute CardStatus of the object ban became cardstatus
  The attribute Catalog of the object ban became catalog
  The attribute Password of the object ban became password
  The attribute Balance of the object ban became balance
  The object ban was put into the instance set of class BankCard
  The return value was true","   let ban:BankCard in
   ban.oclIsNew() and
   ban.CardID = cardid and
   ban.CardStatus = cardstatus and
   ban.Catalog = catalog and
   ban.Password = password and
   ban.Balance = balance and
   BankCard.allInstance()->includes(ban) and
   result = true
",3
" bankcard is the object ban in the instance set of class BankCard. ban represents an object of class BankCard, and ban meets:
      The attribute CardID of the object ban is equal to cardid","   bankcard:BankCard = BankCard.allInstance()->any(ban:BankCard | ban.CardID = cardid)
",3
 bankcard exists,"   bankcard.oclIsUndefined() = false
",3
 The return value was bankcard,"   result = bankcard
",3
" bankcard is the object ban in the instance set of class BankCard. ban represents an object of class BankCard, and ban meets:
      The attribute CardID of the object ban is equal to cardid","   bankcard:BankCard = BankCard.allInstance()->any(ban:BankCard | ban.CardID = cardid)
",3
 bankcard exists,"   bankcard.oclIsUndefined() = false
",3
" The attribute CardID of the object bankcard became cardid
  The attribute CardStatus of the object bankcard became cardstatus
  The attribute Catalog of the object bankcard became catalog
  The attribute Password of the object bankcard became password
  The attribute Balance of the object bankcard became balance
  The return value was true","   bankcard.CardID = cardid and
   bankcard.CardStatus = cardstatus and
   bankcard.Catalog = catalog and
   bankcard.Password = password and
   bankcard.Balance = balance and
   result = true
",3
